,Species,Country.of.Origin,Harvest.Year,Variety,Processing.Method,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_mean_meters,Total.Cup.Points
83,0,9,7,2,4,0,2.0,2,2,1775.0305449954915,8.0
84,0,3,6,5,4,0,0.0,2,0,1550.0,8.0
85,0,3,5,5,0,0,0.0,2,2,1550.0,8.0
86,0,13,3,26,3,0,0.0,2,3,1325.0,8.0
87,0,9,3,5,4,0,0.0,2,7,1400.0,8.0
88,0,8,7,15,0,0,1.0,2,8,1775.0305449954915,8.0
89,0,3,6,5,0,0,0.0,2,0,2560.0,8.0
90,0,8,5,5,0,2,0.0,2,7,1700.0,8.0
91,0,32,5,9,0,2,0.0,1,2,1775.0305449954915,8.0
92,0,3,3,5,0,0,0.0,2,8,2136.0,8.0
93,0,32,2,5,4,1,0.0,2,7,1775.0305449954915,8.0
94,0,8,1,5,4,0,0.0,2,5,1775.0305449954915,8.0
95,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,8.0
96,0,30,7,21,4,0,0.0,2,1,1800.0,8.0
97,0,3,7,5,4,0,0.0,2,3,1775.0305449954915,8.0
98,0,4,7,4,4,1,1.0,2,1,1900.0,8.0
99,0,19,6,27,4,0,0.0,2,3,1300.0,8.0
100,0,15,6,5,4,0,5.0,2,7,1.0,8.0
101,0,15,3,23,4,0,0.0,2,5,1580.0,8.0
102,0,0,3,14,0,0,0.0,2,3,1100.0,8.0
103,0,19,2,16,4,0,0.0,2,0,1400.0,8.0
104,0,32,3,5,4,0,0.0,2,1,1775.0305449954915,8.0
105,0,9,1,5,4,0,0.0,2,1,1325.88,8.0
106,0,3,7,5,4,1,6.0,2,2,1775.0305449954915,8.0
107,0,3,6,5,4,0,0.0,2,1,1775.0,8.0
108,0,27,6,27,3,0,0.0,2,0,800.0,8.0
109,0,28,5,15,4,0,0.0,2,2,1620.0,8.0
110,0,3,3,5,4,0,0.0,2,3,1775.0,8.0
111,0,19,3,27,3,0,0.0,2,0,1200.0,8.0
112,0,0,2,2,0,0,0.0,2,2,1200.0,8.0
113,0,0,2,4,0,0,0.0,2,2,1000.0,8.0
114,0,15,1,5,4,1,0.0,2,9,1775.0305449954915,8.0
115,0,27,7,27,0,0,0.0,2,0,350.0,8.0
116,0,30,4,21,0,0,0.0,2,1,1650.0,8.0
117,0,32,3,9,0,3,0.0,2,15,1775.0305449954915,8.0
118,0,8,1,5,4,0,0.0,2,2,1750.0,8.0
119,0,8,1,5,4,0,0.0,2,4,1750.0,8.0
120,0,29,6,5,2,0,0.0,2,0,1775.0305449954915,8.0
121,0,15,5,23,4,0,0.0,2,0,1800.0,8.0
122,0,11,5,4,4,0,0.0,2,4,1450.0,8.0
123,0,7,2,5,4,0,0.0,2,3,1200.0,8.0
124,0,21,1,5,4,0,0.0,2,2,925.0,8.0
125,0,7,7,2,4,0,0.0,0,2,1350.0,8.0
126,0,13,7,10,4,0,0.0,2,7,1200.0,8.0
127,0,14,3,14,2,0,0.0,2,0,170.0,8.0
128,0,4,6,4,4,0,0.0,0,2,1150.0,8.0
129,0,9,6,2,4,0,0.0,2,1,1600.0,8.0
130,0,4,5,5,4,0,0.0,2,0,1750.0,8.0
131,0,8,5,7,4,0,0.0,2,3,1900.0,8.0
132,0,4,5,15,1,0,0.0,2,1,1750.0,8.0
133,0,4,5,4,4,0,0.0,2,4,1200.0,8.0
134,0,4,3,5,4,1,0.0,2,10,1775.0305449954915,8.0
135,0,27,5,27,4,0,0.0,2,0,1000.0,8.0
136,0,3,4,5,4,0,0.0,2,0,1550.0,8.0
137,0,15,3,22,4,0,0.0,1,0,2000.0,8.0
138,0,9,3,2,4,0,0.0,2,4,1310.64,8.0
139,0,9,3,2,4,0,0.0,2,4,1524.0,8.0
140,0,19,3,27,4,0,0.0,2,3,1200.0,8.0
141,0,30,3,15,4,0,0.0,0,3,1775.0,8.0
142,0,24,3,5,4,0,0.0,2,3,1775.0305449954915,8.0
143,0,8,1,5,4,0,0.0,2,3,1750.0,8.0
144,0,15,3,23,4,0,0.0,0,5,1754.0,8.0
145,0,3,7,15,4,0,0.0,0,4,1500.0,8.0
146,0,3,7,5,4,0,1.0,2,5,1775.0305449954915,8.0
147,0,15,4,19,4,0,0.0,1,2,1800.0,8.0
148,0,9,5,17,4,0,0.0,2,1,1524.0,8.0
149,0,9,5,2,4,0,0.0,2,0,1219.2,8.0
150,0,3,4,5,4,0,0.0,2,0,1550.0,8.0
151,0,3,4,5,4,0,0.0,2,5,1750.0,8.0
152,0,15,4,22,4,0,0.0,2,0,1775.0305449954915,8.0
153,0,3,3,5,4,0,0.0,2,2,1750.0,8.0
154,0,4,3,2,3,0,0.0,1,2,1575.0,8.0
155,0,3,3,5,4,0,0.0,2,6,1800.0,8.0
156,0,0,2,2,3,0,0.0,2,2,1300.0,8.0
157,0,0,2,4,3,0,0.0,0,1,1100.0,8.0
158,0,4,9,5,4,0,0.0,1,2,1200.0,8.0
159,0,30,7,21,4,0,0.0,2,1,1750.0,8.0
160,0,2,6,3,4,0,0.0,2,1,1680.0,8.0
161,0,4,5,5,4,0,0.0,2,0,1700.0,8.0
162,0,3,7,15,4,1,0.0,2,0,1800.0,8.0
163,0,2,4,15,4,0,0.0,2,2,1100.0,8.0
164,0,9,4,2,4,0,0.0,2,2,1310.64,8.0
165,0,15,3,22,4,0,0.0,0,0,2000.0,8.0
166,0,19,3,27,4,0,0.0,2,0,1350.0,8.0
167,0,19,3,27,4,0,0.0,2,4,1500.0,8.0
168,0,9,3,2,4,0,0.0,2,2,1775.0305449954915,8.0
169,0,0,3,5,4,0,0.0,2,4,1775.0305449954915,8.0
170,0,0,3,5,4,2,0.0,2,0,1775.0305449954915,8.0
171,0,4,7,5,4,0,0.0,0,3,1300.0,7.0
172,0,13,8,11,1,0,0.0,0,3,1400.0,7.0
173,0,3,7,5,0,0,0.0,2,1,1775.0305449954915,7.0
174,0,3,5,5,4,0,0.0,2,3,1775.0,7.0
175,0,27,3,27,4,0,0.0,0,0,1200.0,7.0
176,0,32,3,9,0,0,0.0,0,1,1775.0305449954915,7.0
177,0,19,3,16,4,2,0.0,2,4,900.0,7.0
178,0,8,1,5,4,0,0.0,2,2,1775.0305449954915,7.0
179,0,15,9,22,4,0,0.0,2,4,1800.0,7.0
180,0,11,7,5,4,0,0.0,2,3,1500.0,7.0
181,0,3,7,5,4,0,3.0,2,5,1775.0305449954915,7.0
182,0,11,7,4,4,0,1.0,2,2,1500.0,7.0
183,0,3,7,5,4,0,2.0,2,4,1775.0305449954915,7.0
184,0,3,6,5,0,6,0.0,2,0,442.0,7.0
185,0,3,4,5,4,0,0.0,2,0,1800.0,7.0
186,0,19,3,27,4,0,0.0,0,1,1700.0,7.0
187,0,0,2,28,4,0,0.0,2,4,1275.0,7.0
188,0,0,2,5,4,0,0.0,2,2,1050.0,7.0
189,0,8,3,5,4,0,0.0,2,1,1493.52,7.0
190,0,9,1,5,4,1,0.0,2,1,1386.84,7.0
191,0,27,7,27,4,0,0.0,0,0,1000.0,7.0
192,0,29,6,3,0,0,0.0,2,0,1200.0,7.0
193,0,3,7,5,0,0,0.0,2,2,2560.0,7.0
194,0,9,7,5,4,0,4.0,2,4,1500.0,7.0
195,0,9,6,5,4,0,0.0,2,1,1099.4136,7.0
196,0,2,6,3,0,0,0.0,2,1,1400.0,7.0
197,0,3,6,5,4,0,0.0,2,3,1775.0,7.0
198,0,3,6,5,4,4,0.0,2,2,1775.0,7.0
199,0,3,7,15,4,0,0.0,2,0,1800.0,7.0
200,0,3,6,5,0,3,0.0,2,0,442.0,7.0
201,0,28,5,15,4,0,0.0,2,7,1620.0,7.0
202,0,28,5,15,4,0,0.0,2,2,1600.0,7.0
203,0,9,5,2,1,0,0.0,2,1,1219.2,7.0
204,0,3,4,5,4,0,0.0,2,2,1700.0,7.0
205,0,32,3,9,0,1,0.0,1,1,1775.0305449954915,7.0
206,0,19,3,27,3,0,0.0,2,1,1450.0,7.0
207,0,19,3,2,4,0,0.0,2,0,1170.0,7.0
208,0,19,3,2,4,0,0.0,1,4,1400.0,7.0
209,0,30,3,15,0,4,0.0,2,29,1700.0,7.0
210,0,9,8,2,4,0,0.0,2,1,1700.0,7.0
211,0,3,7,5,4,0,0.0,2,2,1775.0305449954915,7.0
212,0,4,7,5,4,0,0.0,1,2,1700.0,7.0
213,0,9,7,5,4,0,0.0,2,6,1116.7872,7.0
214,0,9,7,5,4,0,1.0,2,10,1565.0,7.0
215,0,9,7,2,4,0,0.0,2,2,3280.0,7.0
216,0,3,6,5,4,0,0.0,1,0,1775.0,7.0
217,0,21,6,5,0,0,0.0,1,0,1000.0,7.0
218,0,0,6,4,0,0,0.0,2,16,1150.0,7.0
219,0,4,5,5,4,0,0.0,0,0,1850.0,7.0
220,0,8,5,8,0,0,0.0,2,5,1606.5,7.0
221,0,28,5,15,4,0,0.0,2,0,1400.0,7.0
222,0,3,6,15,4,0,0.0,2,4,1530.0,7.0
223,0,9,4,5,4,0,0.0,1,0,1775.0305449954915,7.0
224,0,15,4,22,4,0,0.0,2,0,250.5,7.0
225,0,0,3,14,0,0,0.0,2,3,1038.5,7.0
226,0,9,4,2,4,0,0.0,2,4,1310.64,7.0
227,0,7,4,2,0,0,0.0,1,2,1500.0,7.0
228,0,3,3,5,4,0,0.0,2,2,1750.0,7.0
229,0,9,3,4,0,0,0.0,1,2,1775.0305449954915,7.0
230,0,30,3,15,4,0,0.0,2,1,1600.0,7.0
231,0,13,8,11,0,0,0.0,1,0,1775.0305449954915,7.0
232,0,3,9,5,4,1,3.0,2,3,442.0,7.0
233,0,27,7,27,4,0,0.0,1,4,968.0,7.0
234,0,9,7,2,4,0,0.0,2,4,1775.0305449954915,7.0
235,0,3,5,5,4,0,0.0,2,2,1775.0,7.0
236,0,9,5,2,4,0,0.0,1,10,1550.0,7.0
237,0,32,3,9,0,1,0.0,2,9,1775.0305449954915,7.0
238,0,19,3,27,4,1,0.0,2,10,1480.0,7.0
239,0,8,3,15,0,0,0.0,2,15,1800.0,7.0
240,0,4,8,5,4,1,2.0,2,13,1775.0305449954915,7.0
241,0,8,8,8,0,3,11.0,2,1,1800.0,7.0
242,0,11,8,5,4,0,0.0,2,5,1500.0,7.0
243,0,9,6,5,4,0,0.0,2,7,1706.88,7.0
244,0,3,6,15,4,2,0.0,2,7,1600.0,7.0
245,0,9,5,2,0,0,0.0,2,1,1219.2,7.0
246,0,9,5,2,1,0,0.0,2,0,1219.2,7.0
247,0,3,5,5,4,0,0.0,2,0,1480.0,7.0
248,0,3,5,5,0,0,0.0,2,0,1450.0,7.0
249,0,3,5,5,4,0,0.0,2,3,1775.0,7.0
250,0,8,4,15,0,4,0.0,2,40,1550.0,7.0
251,0,0,5,28,0,0,0.0,2,0,1260.0,7.0
252,0,3,4,5,4,0,0.0,2,1,1700.0,7.0
253,0,15,3,23,4,0,0.0,2,2,1200.0,7.0
254,0,29,3,15,4,0,0.0,2,0,1775.0305449954915,7.0
255,0,15,3,22,4,0,0.0,1,0,1650.0,7.0
256,0,30,3,15,4,10,0.0,2,26,1700.0,7.0
257,0,29,2,5,4,0,0.0,2,0,1775.0305449954915,7.0
258,0,0,9,2,0,0,0.0,2,3,890.0,7.0
259,0,19,8,14,4,0,0.0,2,5,1300.0,7.0
260,0,29,6,3,0,0,0.0,1,1,1350.0,7.0
261,0,0,7,2,0,0,2.0,2,7,934.0,7.0
262,0,27,6,27,4,0,0.0,2,3,1200.0,7.0
263,0,3,7,5,4,1,0.0,2,2,442.0,7.0
264,0,3,7,5,4,1,3.0,2,5,1775.0305449954915,7.0
265,0,27,5,5,0,0,0.0,0,0,1775.0305449954915,7.0
266,0,3,6,5,4,0,0.0,2,0,1775.0305449954915,7.0
267,0,3,5,5,4,1,0.0,2,1,1775.0305449954915,7.0
268,0,3,5,5,4,0,0.0,2,1,1775.0,7.0
269,0,27,5,27,4,0,0.0,2,0,950.0,7.0
270,0,3,5,5,0,0,0.0,2,3,1550.0,7.0
271,0,19,3,27,4,10,0.0,0,32,900.0,7.0
272,0,19,3,27,4,0,0.0,2,2,1500.0,7.0
273,0,19,3,27,4,0,0.0,2,2,1400.0,7.0
274,0,3,8,5,4,1,0.0,2,6,2527.0,7.0
275,0,3,7,5,4,1,2.0,2,0,1775.0305449954915,7.0
276,0,4,6,5,4,0,0.0,0,0,1850.0,7.0
277,0,9,7,2,4,0,7.0,2,6,1500.0,7.0
278,0,27,7,5,4,0,0.0,2,0,1200.0,7.0
279,0,0,7,28,0,0,0.0,2,0,1.0,7.0
280,0,27,5,27,4,0,0.0,2,1,525.0,7.0
281,0,8,5,5,0,0,0.0,2,4,1676.5,7.0
282,0,0,6,2,3,0,0.0,2,1,1200.0,7.0
283,0,4,4,4,4,0,0.0,2,3,1300.0,7.0
284,0,9,5,2,4,0,0.0,2,1,1219.2,7.0
285,0,0,5,28,0,0,0.0,2,0,1260.0,7.0
286,0,6,4,5,0,0,0.0,1,0,800.0,7.0
287,0,3,4,5,4,0,0.0,2,1,1750.0,7.0
288,0,9,4,2,4,0,0.0,2,3,1310.64,7.0
289,0,19,3,2,0,0,0.0,2,2,1218.0,7.0
290,0,19,3,17,0,0,0.0,2,4,1300.0,7.0
291,0,0,3,28,3,0,0.0,2,3,1250.0,7.0
292,0,29,2,5,4,0,0.0,2,2,1499.9208,7.0
293,0,29,2,5,4,0,0.0,2,0,1775.0305449954915,7.0
294,0,8,1,5,4,0,0.0,2,3,1775.0305449954915,7.0
295,0,15,3,22,4,0,0.0,2,2,1800.0,7.0
296,0,0,9,2,0,0,0.0,2,5,890.0,7.0
297,0,3,8,5,4,0,0.0,2,1,442.0,7.0
298,0,27,7,27,0,0,0.0,2,0,750.0,7.0
299,0,3,7,5,4,1,0.0,2,4,1775.0305449954915,7.0
300,0,2,6,3,4,0,1.0,2,2,1650.0,7.0
301,0,3,7,5,0,0,0.0,2,0,442.0,7.0
302,0,30,4,2,0,0,0.0,2,0,1400.0,7.0
303,0,33,4,15,4,0,0.0,2,1,853.44,7.0
304,0,3,5,5,4,0,0.0,2,5,1775.0,7.0
305,0,3,5,15,4,0,0.0,2,3,1550.0,7.0
306,0,3,4,5,4,0,0.0,0,1,1750.0,7.0
307,0,3,4,5,4,0,0.0,2,3,1750.0,7.0
308,0,32,4,9,0,0,0.0,1,0,1775.0305449954915,7.0
309,0,19,3,5,0,5,0.0,2,5,700.0,7.0
310,0,9,3,5,4,0,0.0,1,1,1300.0,7.0
311,0,3,2,5,4,0,0.0,2,1,1600.0,7.0
312,0,3,1,5,4,0,0.0,2,1,1600.0,7.0
313,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,7.0
314,0,0,9,2,0,0,0.0,2,2,890.0,7.0
315,0,15,8,22,4,0,0.0,1,0,1700.0,7.0
316,0,11,7,5,4,0,0.0,2,2,1400.0,7.0
317,0,21,7,5,4,0,0.0,2,3,1250.0,7.0
318,0,0,7,2,0,0,2.0,2,3,934.0,7.0
319,0,27,6,5,0,0,0.0,1,0,1200.0,7.0
320,0,4,3,5,4,0,0.0,0,1,1350.0,7.0
321,0,29,5,5,4,0,0.0,1,0,800.0,7.0
322,0,3,6,5,4,0,0.0,2,4,1625.0,7.0
323,0,9,5,2,4,0,0.0,2,0,1356.6648,7.0
324,0,3,4,5,4,0,0.0,2,3,1750.0,7.0
325,0,3,4,5,4,0,0.0,2,1,1900.0,7.0
326,0,9,4,2,4,1,0.0,2,3,1310.64,7.0
327,0,9,4,2,4,0,0.0,2,2,1310.64,7.0
328,0,3,3,5,4,0,0.0,2,1,1750.0,7.0
329,0,9,3,5,0,0,0.0,2,1,1450.0,7.0
330,0,9,3,2,4,0,0.0,2,13,1310.64,7.0
331,0,19,3,27,4,4,0.0,2,11,1100.0,7.0
332,0,13,3,27,4,0,0.0,2,0,1400.0,7.0
333,0,9,3,5,4,0,0.0,2,0,1524.0,7.0
334,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,7.0
335,0,0,9,2,0,0,0.0,2,5,890.0,7.0
336,0,9,7,5,4,0,1.0,2,0,1128.3696,7.0
337,0,3,7,5,4,0,0.0,2,4,1775.0305449954915,7.0
338,0,2,6,3,4,0,1.0,2,4,1100.0,7.0
339,0,3,6,5,4,0,0.0,2,3,1775.0,7.0
340,0,19,5,5,4,1,0.0,2,13,1200.0,7.0
341,0,8,5,15,4,0,0.0,2,7,1850.0,7.0
342,0,30,4,21,4,0,0.0,2,5,1800.0,7.0
343,0,3,5,5,0,0,0.0,2,0,1600.0,7.0
344,0,3,5,5,4,0,0.0,2,1,1550.0,7.0
345,0,3,5,5,4,0,0.0,2,0,1550.0,7.0
346,0,27,5,27,1,0,0.0,2,0,1000.0,7.0
347,0,3,3,5,4,0,0.0,2,3,1775.0,7.0
348,0,19,3,27,4,0,0.0,2,2,1000.0,7.0
349,0,3,3,5,0,0,0.0,2,4,2136.0,7.0
350,0,0,3,4,3,0,0.0,0,2,1100.0,7.0
351,0,3,7,5,4,0,0.0,1,5,1799.0,7.0
352,0,27,8,5,4,0,0.0,0,0,1775.0305449954915,7.0
353,0,4,6,5,4,0,0.0,0,0,1850.0,7.0
354,0,3,7,5,0,0,0.0,2,0,1000.0,7.0
355,0,9,7,2,4,0,2.0,1,5,1219.2,7.0
356,0,3,6,5,4,0,0.0,2,4,1775.0,7.0
357,0,28,6,20,4,0,0.0,2,21,1400.0,7.0
358,0,13,6,25,3,0,0.0,1,8,1500.0,7.0
359,0,8,5,5,0,1,0.0,2,18,1600.0,7.0
360,0,3,5,5,4,1,0.0,2,0,1775.0305449954915,7.0
361,0,3,5,5,4,0,0.0,2,0,1850.0,7.0
362,0,9,4,5,4,0,0.0,2,0,1400.0,7.0
363,0,3,5,5,4,2,0.0,2,0,1650.0,7.0
364,0,11,6,5,0,0,0.0,2,3,1350.0,7.0
365,0,3,4,5,4,1,0.0,2,1,1750.0,7.0
366,0,3,4,5,4,0,0.0,2,2,1750.0,7.0
367,0,19,3,2,0,0,0.0,2,14,1170.0,7.0
368,0,19,3,27,3,0,0.0,2,12,940.0,7.0
369,0,19,3,16,4,0,0.0,2,0,1400.0,7.0
370,0,9,3,5,4,0,0.0,2,5,1524.0,7.0
371,0,3,3,5,4,0,0.0,2,0,1775.0,7.0
372,0,9,3,2,4,3,0.0,2,12,1402.08,7.0
373,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,7.0
374,0,13,1,5,4,0,0.0,2,0,1600.0,7.0
375,0,3,9,5,4,0,2.0,2,1,439.0,7.0
376,0,9,8,2,4,0,0.0,2,3,1700.0,7.0
377,0,3,7,5,4,0,0.0,2,2,442.0,7.0
378,0,4,7,5,4,0,0.0,0,4,1850.0,7.0
379,0,27,6,5,4,0,0.0,0,0,1775.0305449954915,7.0
380,0,30,6,21,4,0,0.0,2,1,1800.0,7.0
381,0,29,6,3,4,0,0.0,1,0,1200.0,7.0
382,0,7,7,2,4,0,0.0,2,0,1330.0,7.0
383,0,3,6,5,0,4,0.0,2,0,442.0,7.0
384,0,0,5,28,3,0,0.0,2,6,1775.0305449954915,7.0
385,0,28,5,2,4,0,0.0,2,4,1600.0,7.0
386,0,3,6,5,4,0,0.0,2,1,1813.0,7.0
387,0,9,4,2,0,0,0.0,2,1,1219.2,7.0
388,0,9,5,5,4,0,0.0,2,2,1500.0,7.0
389,0,9,4,2,4,0,0.0,2,0,1310.64,7.0
390,0,32,3,9,0,0,0.0,2,2,1775.0305449954915,7.0
391,0,3,3,5,4,0,0.0,2,2,1450.0,7.0
392,0,3,3,5,4,1,0.0,2,3,1775.0305449954915,7.0
393,0,32,1,5,4,0,0.0,2,0,1775.0305449954915,7.0
394,0,29,3,19,4,0,0.0,2,0,1775.0305449954915,7.0
395,0,19,3,5,4,2,0.0,2,4,1050.0,7.0
396,0,3,7,5,4,0,1.0,2,0,1650.0,7.0
397,0,3,7,5,4,0,0.0,0,0,1775.0305449954915,7.0
398,0,3,7,5,4,1,0.0,2,2,1775.0305449954915,7.0
399,0,0,7,4,3,1,0.0,2,5,1227.0,7.0
400,0,19,5,5,4,0,0.0,2,2,1200.0,7.0
401,0,3,6,5,4,0,0.0,2,1,1650.0,7.0
402,0,28,5,15,3,0,0.0,2,6,1700.0,7.0
403,0,19,4,15,4,0,0.0,2,0,1100.0,7.0
404,0,4,5,5,4,0,0.0,2,3,1300.0,7.0
405,0,32,5,9,0,0,0.0,1,1,1775.0305449954915,7.0
406,0,4,4,4,4,0,0.0,2,3,1200.0,7.0
407,0,24,4,5,4,0,0.0,2,5,1775.0305449954915,7.0
408,0,10,3,27,4,0,0.0,2,4,1280.16,7.0
409,0,3,4,5,0,0,0.0,2,1,1000.0,7.0
410,0,9,4,2,4,0,0.0,2,3,1310.64,7.0
411,0,32,3,9,0,0,0.0,1,4,1775.0305449954915,7.0
412,0,1,3,2,4,0,0.0,2,5,1880.0,7.0
413,0,3,3,5,4,0,0.0,2,1,1750.0,7.0
414,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,7.0
415,0,32,3,5,4,0,0.0,2,0,1775.0305449954915,7.0
416,0,19,8,27,4,0,0.0,0,0,1600.0,7.0
417,0,4,7,4,2,0,0.0,2,0,1900.0,7.0
418,0,4,6,5,4,0,0.0,2,0,1775.0305449954915,7.0
419,0,9,7,17,4,0,2.0,2,7,2100.0,7.0
420,0,30,6,21,4,0,0.0,2,1,1775.0305449954915,7.0
421,0,0,7,5,4,0,0.0,2,4,1775.0305449954915,7.0
422,0,3,7,5,0,0,0.0,2,2,442.0,7.0
423,0,19,6,27,0,0,0.0,1,2,1261.0,7.0
424,0,27,6,2,4,0,0.0,0,0,1000.0,7.0
425,0,27,5,27,4,0,0.0,2,0,800.0,7.0
426,0,3,5,5,0,0,0.0,2,0,1483.0,7.0
427,0,9,5,5,4,0,0.0,2,1,1500.0,7.0
428,0,3,4,5,4,0,0.0,2,1,1750.0,7.0
429,0,19,4,2,4,0,0.0,2,6,1300.0,7.0
430,0,32,3,9,0,0,0.0,1,4,1775.0305449954915,7.0
431,0,19,3,14,4,0,0.0,2,7,1775.0305449954915,7.0
432,0,19,3,5,4,0,0.0,0,0,1000.0,7.0
433,0,9,3,2,4,0,0.0,2,9,1310.64,7.0
434,0,0,3,28,3,0,0.0,0,1,1200.0,7.0
435,0,3,3,5,4,0,0.0,2,1,175.0,7.0
